DEB [20181124-12:45:16.691] thr=1   paramiko.transport: starting thread (client mode): 0x739b128
DEB [20181124-12:48:16.134] thr=8   paramiko.transport: userauth is OK
INF [20181124-12:48:16.197] thr=8   paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:16.236] thr=8   paramiko.transport: userauth is OK
DEB [20181124-12:48:16.281] thr=8   paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:16.281] thr=8   paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:18.540] thr=9   paramiko.transport: starting thread (client mode): 0xcfd6e10
DEB [20181124-12:48:18.541] thr=9   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:18.586] thr=9   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:18.586] thr=9   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:18.624] thr=9   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:18.624] thr=9   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:18.624] thr=9   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:18.625] thr=9   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:18.625] thr=9   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:18.625] thr=9   paramiko.transport: Compression agreed: none
DEB [20181124-12:48:18.703] thr=9   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:18.704] thr=9   paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:18.706] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:18.811] thr=9   paramiko.transport: userauth is OK
INF [20181124-12:48:18.854] thr=9   paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:18.898] thr=9   paramiko.transport: userauth is OK
DEB [20181124-12:48:18.978] thr=9   paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:18.978] thr=9   paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:20.687] thr=10  paramiko.transport: starting thread (client mode): 0xcfe1748
DEB [20181124-12:48:20.687] thr=10  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:20.729] thr=10  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:20.729] thr=10  paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:20.767] thr=10  paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:20.767] thr=10  paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:20.768] thr=10  paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:20.768] thr=10  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:20.768] thr=10  paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:20.768] thr=10  paramiko.transport: Compression agreed: none
DEB [20181124-12:48:20.866] thr=10  paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:20.867] thr=10  paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:20.869] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:20.992] thr=10  paramiko.transport: userauth is OK
INF [20181124-12:48:21.039] thr=10  paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:21.078] thr=10  paramiko.transport: userauth is OK
DEB [20181124-12:48:21.117] thr=10  paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:21.117] thr=10  paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:22.723] thr=11  paramiko.transport: starting thread (client mode): 0xcfe1eb8
DEB [20181124-12:48:22.723] thr=11  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:22.775] thr=11  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:22.775] thr=11  paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:22.812] thr=11  paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:22.812] thr=11  paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:22.812] thr=11  paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:22.812] thr=11  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:22.812] thr=11  paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:22.812] thr=11  paramiko.transport: Compression agreed: none
DEB [20181124-12:48:22.905] thr=11  paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:22.906] thr=11  paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:22.908] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:23.016] thr=11  paramiko.transport: userauth is OK
INF [20181124-12:48:23.063] thr=11  paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:23.108] thr=11  paramiko.transport: userauth is OK
DEB [20181124-12:48:23.152] thr=11  paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:23.152] thr=11  paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:24.876] thr=12  paramiko.transport: starting thread (client mode): 0xd027a90
DEB [20181124-12:48:24.877] thr=12  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:24.918] thr=12  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:24.918] thr=12  paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:24.956] thr=12  paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:24.956] thr=12  paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:24.956] thr=12  paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:24.956] thr=12  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:24.957] thr=12  paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:24.957] thr=12  paramiko.transport: Compression agreed: none
DEB [20181124-12:48:25.035] thr=12  paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:25.036] thr=12  paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:25.037] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:25.207] thr=12  paramiko.transport: userauth is OK
INF [20181124-12:48:25.254] thr=12  paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:25.292] thr=12  paramiko.transport: userauth is OK
DEB [20181124-12:48:25.339] thr=12  paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:25.340] thr=12  paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:27.061] thr=13  paramiko.transport: starting thread (client mode): 0xd027f60
DEB [20181124-12:48:27.061] thr=13  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:27.103] thr=13  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:27.103] thr=13  paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:27.144] thr=13  paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:27.144] thr=13  paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:27.145] thr=13  paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:27.145] thr=13  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:27.145] thr=13  paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:27.145] thr=13  paramiko.transport: Compression agreed: none
DEB [20181124-12:48:27.221] thr=13  paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:27.221] thr=13  paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:27.223] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:27.348] thr=13  paramiko.transport: userauth is OK
INF [20181124-12:48:27.396] thr=13  paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:27.433] thr=13  paramiko.transport: userauth is OK
DEB [20181124-12:48:27.470] thr=13  paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:27.471] thr=13  paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:29.250] thr=14  paramiko.transport: starting thread (client mode): 0xd02e898
DEB [20181124-12:48:29.251] thr=14  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
ERR [20181124-12:48:29.287] thr=14  paramiko.transport: Exception: Error reading SSH protocol banner
ERR [20181124-12:48:29.293] thr=14  paramiko.transport: Traceback (most recent call last):
ERR [20181124-12:48:29.293] thr=14  paramiko.transport:   File "/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/paramiko/transport.py", line 2138, in _check_banner
ERR [20181124-12:48:29.293] thr=14  paramiko.transport:     buf = self.packetizer.readline(timeout)
ERR [20181124-12:48:29.293] thr=14  paramiko.transport:   File "/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/paramiko/packet.py", line 367, in readline
ERR [20181124-12:48:29.294] thr=14  paramiko.transport:     buf += self._read_timeout(timeout)
ERR [20181124-12:48:29.294] thr=14  paramiko.transport:   File "/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/paramiko/packet.py", line 563, in _read_timeout
ERR [20181124-12:48:29.294] thr=14  paramiko.transport:     raise EOFError()
ERR [20181124-12:48:29.294] thr=14  paramiko.transport: EOFError
ERR [20181124-12:48:29.294] thr=14  paramiko.transport: 
ERR [20181124-12:48:29.294] thr=14  paramiko.transport: During handling of the above exception, another exception occurred:
ERR [20181124-12:48:29.294] thr=14  paramiko.transport: 
ERR [20181124-12:48:29.294] thr=14  paramiko.transport: Traceback (most recent call last):
ERR [20181124-12:48:29.295] thr=14  paramiko.transport:   File "/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/paramiko/transport.py", line 1966, in run
ERR [20181124-12:48:29.295] thr=14  paramiko.transport:     self._check_banner()
ERR [20181124-12:48:29.295] thr=14  paramiko.transport:   File "/Library/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/paramiko/transport.py", line 2143, in _check_banner
ERR [20181124-12:48:29.295] thr=14  paramiko.transport:     "Error reading SSH protocol banner" + str(e)
ERR [20181124-12:48:29.295] thr=14  paramiko.transport: paramiko.ssh_exception.SSHException: Error reading SSH protocol banner
ERR [20181124-12:48:29.295] thr=14  paramiko.transport: 
